I1,I45
I10,I2
I1002,I1001
I1003,I1002
I1004,I1003
I1005,I1002
I13,I12
I14,I22
I15,I14
I17,I14
I18,I12
I2,I1
I20,I14
I21,I22
I22,I46
I23,I21
I24,I21
I25,I21
I26,I25
I27,I25
I28,I26
I29,I26
I30,I27
I31,I27
I32,I2
I33,I2
I34,I42
I35,I34
I36,I35
I37,I36
I38,I37
I39,I38
I40,I45
I42,I18
I47,I41
I48,I2
I49,I2
I50,I2
I52,I51
I53,I51
I54,I11
I59,I15
I60,I8
I61,I8
I62,I8
I63,I7
I7,I6
I8,I6
I9,I6
